1566609811.88,Created on: ,2019-08-23 21:23:31.156
Timestamp,Barometer,Temperature
2019-08-23 21:23:33.156,21,23
2019-08-23 21:23:36.156,11,30
2019-08-23 21:23:39.156,15,24
2019-08-23 21:23:42.156,11,25
2019-08-23 21:23:45.156,12,23
2019-08-23 21:23:48.156,16,27
2019-08-23 21:23:51.156,17,24
2019-08-23 21:23:54.156,18,21
2019-08-23 21:23:57.156,16,21
2019-08-23 21:24:00.156,11,29
2019-08-23 21:24:03.156,19,22
2019-08-23 21:24:06.156,13,21
2019-08-23 21:24:09.156,18,26
2019-08-23 21:24:12.156,12,30
2019-08-23 21:24:15.156,12,30
