1566612826.42,Created on: ,2019-08-23 22:13:46.156
Timestamp,Barometer,Temperature
2019-08-23 22:13:46.156,18,23
2019-08-23 22:13:49.156,16,25
2019-08-23 22:13:52.156,15,24
2019-08-23 22:13:55.156,18,23
2019-08-23 22:13:58.156,19,24
2019-08-23 22:14:01.156,16,23
2019-08-23 22:14:04.156,15,22
2019-08-23 22:14:07.156,20,23
2019-08-23 22:14:10.156,15,21
2019-08-23 22:14:13.156,16,21
2019-08-23 22:14:16.156,19,22
2019-08-23 22:14:19.156,19,23
2019-08-23 22:14:22.156,19,23
2019-08-23 22:14:25.156,18,22
2019-08-23 22:14:28.156,16,23
2019-08-23 22:14:31.156,18,25
2019-08-23 22:14:34.156,19,23
