1566612913.51,Created on: ,2019-08-23 22:15:13.156
Timestamp,Barometer,Temperature
2019-08-23 22:15:13.156,20,21
2019-08-23 22:15:16.156,18,25
2019-08-23 22:15:19.156,15,21
2019-08-23 22:15:22.156,16,21
2019-08-23 22:15:25.156,18,25
2019-08-23 22:15:28.156,18,23
2019-08-23 22:15:31.156,17,23
2019-08-23 22:15:34.156,18,26
2019-08-23 22:15:37.156,15,26
2019-08-23 22:15:40.156,18,21
2019-08-23 22:15:43.156,19,24
2019-08-23 22:15:46.156,17,26
2019-08-23 22:15:49.156,16,23
2019-08-23 22:15:52.156,20,25
2019-08-23 22:15:55.156,20,21
2019-08-23 22:15:58.156,16,25
2019-08-23 22:16:01.156,15,21
2019-08-23 22:16:04.156,17,24
2019-08-23 22:16:07.156,18,21
2019-08-23 22:16:10.156,19,25
2019-08-23 22:16:13.156,17,25
2019-08-23 22:16:16.156,18,26
2019-08-23 22:16:19.156,16,24
2019-08-23 22:16:22.156,18,25
2019-08-23 22:16:25.156,17,24
2019-08-23 22:16:28.156,17,24
2019-08-23 22:16:31.156,16,23
2019-08-23 22:16:34.156,20,23
2019-08-23 22:16:37.156,18,26
2019-08-23 22:16:40.156,18,26
2019-08-23 22:16:43.156,19,23
2019-08-23 22:16:46.156,16,23
2019-08-23 22:16:49.156,19,24
2019-08-23 22:16:52.156,18,22
2019-08-23 22:16:55.156,20,23
2019-08-23 22:16:58.156,16,24
2019-08-23 22:17:01.156,20,26
2019-08-23 22:17:04.156,17,23
2019-08-23 22:17:07.156,17,26
2019-08-23 22:17:10.156,15,25
