1566688128.28,Created on: ,2019-08-24 19:08:48.156
Timestamp,Barometer,Temperature
2019-08-24 19:08:48.156,1,2
2019-08-24 19:08:51.156,1,2
2019-08-24 19:08:54.156,1,2
2019-08-24 19:08:57.156,1,2
2019-08-24 19:09:00.156,1,2
2019-08-24 19:09:03.156,1,2
2019-08-24 19:09:06.156,1,2
2019-08-24 19:09:09.156,1,2
2019-08-24 19:09:12.156,1,2
2019-08-24 19:09:15.156,1,2
2019-08-24 19:09:18.156,1,2
2019-08-24 19:09:21.156,1,2
2019-08-24 19:09:24.156,1,2
2019-08-24 19:09:27.156,1,2
2019-08-24 19:09:30.156,1,2
2019-08-24 19:09:33.156,1,2
2019-08-24 19:09:36.156,1,2
2019-08-24 19:09:39.156,1,2
2019-08-24 19:09:42.156,1,2
2019-08-24 19:09:45.156,1,2
2019-08-24 19:09:48.156,1,2
2019-08-24 19:09:51.156,1,2
2019-08-24 19:09:54.156,1,2
2019-08-24 19:09:57.156,1,2
2019-08-24 19:10:00.156,1,2
2019-08-24 19:10:03.156,1,2
2019-08-24 19:10:06.156,1,2
2019-08-24 19:10:09.156,1,2
2019-08-24 19:10:12.156,1,2
2019-08-24 19:10:15.156,1,2
2019-08-24 19:10:18.156,1,2
2019-08-24 19:10:21.156,1,2
2019-08-24 19:10:24.156,1,2
2019-08-24 19:10:27.156,1,2
2019-08-24 19:10:30.156,1,2
2019-08-24 19:10:33.156,1,2
2019-08-24 19:10:36.156,1,2
2019-08-24 19:10:39.156,1,2
2019-08-24 19:10:42.156,1,2
2019-08-24 19:10:45.156,1,2
2019-08-24 19:10:48.156,1,2
2019-08-24 19:10:51.156,1,2
2019-08-24 19:10:54.156,1,2
2019-08-24 19:10:57.156,1,2
2019-08-24 19:11:00.156,1,2
2019-08-24 19:11:03.156,1,2
2019-08-24 19:11:06.156,1,2
2019-08-24 19:11:09.156,1,2
2019-08-24 19:11:12.156,1,2
2019-08-24 19:11:15.156,1,2
2019-08-24 19:11:18.156,1,2
2019-08-24 19:11:21.156,1,2
2019-08-24 19:11:24.156,1,2
2019-08-24 19:11:27.156,1,2
2019-08-24 19:11:30.156,1,2
2019-08-24 19:11:33.156,1,2
2019-08-24 19:11:36.156,1,2
2019-08-24 19:11:39.156,1,2
2019-08-24 19:11:42.156,1,2
2019-08-24 19:11:45.156,1,2
2019-08-24 19:11:48.156,1,2
2019-08-24 19:11:51.156,1,2
2019-08-24 19:11:54.156,1,2
2019-08-24 19:11:57.156,1,2
2019-08-24 19:12:00.156,1,2
2019-08-24 19:12:03.156,1,2
2019-08-24 19:12:06.156,1,2
2019-08-24 19:12:09.156,1,2
2019-08-24 19:12:12.156,1,2
2019-08-24 19:12:15.156,1,2
2019-08-24 19:12:18.156,1,2
2019-08-24 19:12:21.156,1,2
2019-08-24 19:12:24.156,1,2
2019-08-24 19:12:27.156,1,2
2019-08-24 19:12:30.156,1,2
2019-08-24 19:12:33.156,1,2
2019-08-24 19:12:36.156,1,2
2019-08-24 19:12:39.156,1,2
2019-08-24 19:12:42.156,1,2
2019-08-24 19:12:45.156,1,2
2019-08-24 19:12:48.156,1,2
2019-08-24 19:12:51.156,1,2
2019-08-24 19:12:54.156,1,2
2019-08-24 19:12:57.156,1,2
2019-08-24 19:13:00.156,1,2
2019-08-24 19:13:03.156,1,2
2019-08-24 19:13:06.156,1,2
2019-08-24 19:13:09.156,1,2
2019-08-24 19:13:12.156,1,2
2019-08-24 19:13:15.156,1,2
2019-08-24 19:13:18.156,1,2
2019-08-24 19:13:21.156,1,2
2019-08-24 19:13:24.156,1,2
2019-08-24 19:13:27.156,1,2
2019-08-24 19:13:30.156,1,2
2019-08-24 19:13:33.156,1,2
2019-08-24 19:13:36.156,1,2
2019-08-24 19:13:39.156,1,2
2019-08-24 19:13:42.156,1,2
2019-08-24 19:13:45.156,1,2
