1566689329.36,Created on: ,2019-08-24 19:28:49.156
Timestamp,Barometer,Temperature
2019-08-24 19:28:49.156,1,2
2019-08-24 19:28:52.156,1,2
2019-08-24 19:28:55.156,1,2
2019-08-24 19:28:58.156,1,2
2019-08-24 19:29:01.156,1,2
2019-08-24 19:29:04.156,1,2
2019-08-24 19:29:07.156,1,2
2019-08-24 19:29:10.156,1,2
2019-08-24 19:29:13.156,1,2
2019-08-24 19:29:16.156,1,2
2019-08-24 19:29:19.156,1,2
2019-08-24 19:29:22.156,1,2
2019-08-24 19:29:25.156,1,2
2019-08-24 19:29:28.156,1,2
2019-08-24 19:29:31.156,1,2
2019-08-24 19:29:34.156,1,2
2019-08-24 19:29:37.156,1,2
2019-08-24 19:29:40.156,1,2
2019-08-24 19:29:43.156,1,2
2019-08-24 19:29:46.156,1,2
2019-08-24 19:29:49.156,1,2
2019-08-24 19:29:52.156,1,2
2019-08-24 19:29:55.156,1,2
2019-08-24 19:29:58.156,1,2
2019-08-24 19:30:01.156,1,2
2019-08-24 19:30:04.156,1,2
2019-08-24 19:30:07.156,1,2
2019-08-24 19:30:10.156,1,2
2019-08-24 19:30:13.156,1,2
2019-08-24 19:30:16.156,1,2
2019-08-24 19:30:19.156,1,2
2019-08-24 19:30:22.156,1,2
2019-08-24 19:30:25.156,1,2
2019-08-24 19:30:28.156,1,2
2019-08-24 19:30:31.156,1,2
2019-08-24 19:30:34.156,1,2
2019-08-24 19:30:37.156,1,2
2019-08-24 19:30:40.156,1,2
2019-08-24 19:30:43.156,1,2
2019-08-24 19:30:46.156,1,2
2019-08-24 19:30:49.156,1,2
2019-08-24 19:30:52.156,1,2
2019-08-24 19:30:55.156,1,2
2019-08-24 19:30:58.156,1,2
2019-08-24 19:31:01.156,1,2
2019-08-24 19:31:04.156,1,2
2019-08-24 19:31:07.156,1,2
2019-08-24 19:31:21.156,1,2
2019-08-24 19:31:24.156,1,2
2019-08-24 19:31:27.156,1,2
2019-08-24 19:31:30.156,1,2
2019-08-24 19:31:33.156,1,2
2019-08-24 19:31:36.156,1,2
2019-08-24 19:31:51.156,1,2
2019-08-24 19:31:54.156,1,2
2019-08-24 19:31:57.156,1,2
2019-08-24 19:32:00.156,1,2
2019-08-24 19:32:03.156,1,2
