1566610068.27,Created on: ,2019-08-23 21:27:48.156
Timestamp,Barometer,Temperature
2019-08-23 21:27:50.156,12,25
2019-08-23 21:27:53.156,14,22
2019-08-23 21:27:56.156,13,21
2019-08-23 21:27:59.156,16,24
2019-08-23 21:28:02.156,15,26
2019-08-23 21:28:05.156,13,23
2019-08-23 21:28:08.156,16,23
2019-08-23 21:28:11.156,16,23
2019-08-23 21:28:14.156,12,23
2019-08-23 21:28:17.156,16,26
2019-08-23 21:28:20.156,15,26
2019-08-23 21:28:23.156,12,26
2019-08-23 21:28:26.156,15,21
2019-08-23 21:28:29.156,13,26
2019-08-23 21:28:32.156,14,22
2019-08-23 21:28:35.156,15,25
2019-08-23 21:28:38.156,16,22
