1566610012.79,Created on: ,2019-08-23 21:26:52.156
Timestamp,Barometer,Temperature
2019-08-23 21:26:53.156,11,22
2019-08-23 21:26:56.156,14,25
2019-08-23 21:26:59.156,12,25
2019-08-23 21:27:02.156,15,24
2019-08-23 21:27:05.156,15,23
2019-08-23 21:27:08.156,14,22
2019-08-23 21:27:11.156,14,24
2019-08-23 21:27:14.156,11,22
2019-08-23 21:27:17.156,16,22
2019-08-23 21:27:20.156,12,22
2019-08-23 21:27:23.156,13,25
2019-08-23 21:27:26.156,16,22
2019-08-23 21:27:29.156,12,23
2019-08-23 21:27:32.156,15,23
