1566616064.23,Created on: ,2019-08-23 23:07:44.156
Timestamp,Barometer,Temperature
2019-08-23 23:07:44.156,4.2,5.4
2019-08-23 23:07:47.156,2.2,3.4
2019-08-23 23:07:50.156,4.2,6.4
2019-08-23 23:07:53.156,6.2,6.4
2019-08-23 23:07:56.156,4.2,4.4
2019-08-23 23:07:59.156,3.2,3.4
2019-08-23 23:08:02.156,6.2,6.4
2019-08-23 23:08:05.156,1.2,6.4
2019-08-23 23:08:08.156,6.2,6.4
2019-08-23 23:08:11.156,3.2,8.4
2019-08-23 23:08:14.156,5.2,4.4
2019-08-23 23:08:17.156,2.2,3.4
2019-08-23 23:08:20.156,2.2,8.4
2019-08-23 23:08:23.156,5.2,5.4
