1566688428.57,Created on: ,2019-08-24 19:13:48.156
Timestamp,Barometer,Temperature
2019-08-24 19:13:48.156,1,2
2019-08-24 19:13:51.156,1,2
2019-08-24 19:13:54.156,1,2
2019-08-24 19:13:57.156,1,2
2019-08-24 19:14:00.156,1,2
2019-08-24 19:14:03.156,1,2
2019-08-24 19:14:06.156,1,2
2019-08-24 19:14:09.156,1,2
2019-08-24 19:14:12.156,1,2
2019-08-24 19:14:15.156,1,2
2019-08-24 19:14:18.156,1,2
2019-08-24 19:14:21.156,1,2
2019-08-24 19:14:24.156,1,2
2019-08-24 19:14:27.156,1,2
2019-08-24 19:14:30.156,1,2
2019-08-24 19:14:33.156,1,2
2019-08-24 19:14:36.156,1,2
2019-08-24 19:14:39.156,1,2
2019-08-24 19:14:42.156,1,2
2019-08-24 19:14:45.156,1,2
2019-08-24 19:14:48.156,1,2
2019-08-24 19:14:51.156,1,2
2019-08-24 19:14:54.156,1,2
2019-08-24 19:14:57.156,1,2
2019-08-24 19:15:00.156,1,2
2019-08-24 19:15:03.156,1,2
2019-08-24 19:15:06.156,1,2
2019-08-24 19:15:09.156,1,2
2019-08-24 19:15:12.156,1,2
2019-08-24 19:15:15.156,1,2
2019-08-24 19:15:18.156,1,2
2019-08-24 19:15:21.156,1,2
2019-08-24 19:15:24.156,1,2
2019-08-24 19:15:27.156,1,2
2019-08-24 19:15:30.156,1,2
2019-08-24 19:15:33.156,1,2
2019-08-24 19:15:36.156,1,2
2019-08-24 19:15:39.156,1,2
2019-08-24 19:15:42.156,1,2
2019-08-24 19:15:45.156,1,2
2019-08-24 19:15:48.156,1,2
2019-08-24 19:15:51.156,1,2
2019-08-24 19:15:54.156,1,2
2019-08-24 19:15:57.156,1,2
2019-08-24 19:16:00.156,1,2
2019-08-24 19:16:03.156,1,2
2019-08-24 19:16:06.156,1,2
2019-08-24 19:16:09.156,1,2
2019-08-24 19:16:12.156,1,2
2019-08-24 19:16:15.156,1,2
2019-08-24 19:16:18.156,1,2
2019-08-24 19:16:21.156,1,2
2019-08-24 19:16:24.156,1,2
2019-08-24 19:16:27.156,1,2
2019-08-24 19:16:30.156,1,2
2019-08-24 19:16:33.156,1,2
2019-08-24 19:16:36.156,1,2
2019-08-24 19:16:39.156,1,2
2019-08-24 19:16:42.156,1,2
2019-08-24 19:16:45.156,1,2
2019-08-24 19:16:48.156,1,2
2019-08-24 19:16:51.156,1,2
2019-08-24 19:16:54.156,1,2
2019-08-24 19:16:57.156,1,2
2019-08-24 19:17:00.156,1,2
2019-08-24 19:17:03.156,1,2
2019-08-24 19:17:06.156,1,2
2019-08-24 19:17:09.156,1,2
2019-08-24 19:17:12.156,1,2
2019-08-24 19:17:15.156,1,2
2019-08-24 19:17:18.156,1,2
2019-08-24 19:17:21.156,1,2
2019-08-24 19:17:24.156,1,2
2019-08-24 19:17:27.156,1,2
2019-08-24 19:17:30.156,1,2
2019-08-24 19:17:33.156,1,2
2019-08-24 19:17:36.156,1,2
2019-08-24 19:17:39.156,1,2
2019-08-24 19:17:42.156,1,2
2019-08-24 19:17:45.156,1,2
2019-08-24 19:17:48.156,1,2
2019-08-24 19:17:51.156,1,2
2019-08-24 19:17:54.156,1,2
2019-08-24 19:17:57.156,1,2
2019-08-24 19:18:00.156,1,2
2019-08-24 19:18:03.156,1,2
2019-08-24 19:18:06.156,1,2
2019-08-24 19:18:09.156,1,2
2019-08-24 19:18:12.156,1,2
2019-08-24 19:18:15.156,1,2
2019-08-24 19:18:18.156,1,2
2019-08-24 19:18:21.156,1,2
2019-08-24 19:18:24.156,1,2
2019-08-24 19:18:27.156,1,2
2019-08-24 19:18:30.156,1,2
2019-08-24 19:18:33.156,1,2
2019-08-24 19:18:36.156,1,2
2019-08-24 19:18:39.156,1,2
2019-08-24 19:18:42.156,1,2
2019-08-24 19:18:45.156,1,2
