1566607561.45,Created on: ,2019-08-23 20:46:01.156
Timestamp,Barometer,Temperature
2019-08-23 20:46:03.156,11,21
2019-08-23 20:46:06.156,11,21
2019-08-23 20:46:09.156,11,21
2019-08-23 20:46:12.156,11,21
2019-08-23 20:46:15.156,11,21
2019-08-23 20:46:18.156,11,21
2019-08-23 20:46:21.156,11,21
2019-08-23 20:46:24.156,11,21
2019-08-23 20:46:27.156,11,21
2019-08-23 20:46:30.156,11,21
2019-08-23 20:46:33.156,11,21
2019-08-23 20:46:36.156,11,21
2019-08-23 20:46:39.156,11,21
2019-08-23 20:46:42.156,11,21
2019-08-23 20:46:45.156,11,21
2019-08-23 20:46:48.156,11,21
2019-08-23 20:46:51.156,11,21
2019-08-23 20:46:54.156,11,21
2019-08-23 20:46:57.156,11,21
2019-08-23 20:47:00.156,11,21
2019-08-23 20:47:03.156,11,21
2019-08-23 20:47:06.156,11,21
2019-08-23 20:47:09.156,11,21
2019-08-23 20:47:12.156,11,21
2019-08-23 20:47:15.156,11,21
2019-08-23 20:47:18.156,11,21
2019-08-23 20:47:21.156,11,21
2019-08-23 20:47:24.156,11,21
2019-08-23 20:47:27.156,11,21
2019-08-23 20:47:30.156,11,21
2019-08-23 20:47:33.156,11,21
2019-08-23 20:47:36.156,11,21
2019-08-23 20:47:39.156,11,21
2019-08-23 20:47:42.156,11,21
2019-08-23 20:47:45.156,11,21
2019-08-23 20:47:48.156,11,21
2019-08-23 20:47:51.156,11,21
2019-08-23 20:47:54.156,11,21
2019-08-23 20:47:57.156,11,21
2019-08-23 20:48:00.156,11,21
2019-08-23 20:48:03.156,11,21
2019-08-23 20:48:06.156,11,21
2019-08-23 20:48:09.156,11,21
2019-08-23 20:48:12.156,11,21
2019-08-23 20:48:15.156,11,21
2019-08-23 20:48:18.156,11,21
2019-08-23 20:48:21.156,11,21
2019-08-23 20:48:24.156,11,21
2019-08-23 20:48:27.156,11,21
2019-08-23 20:48:30.156,11,21
2019-08-23 20:48:33.156,11,21
2019-08-23 20:48:36.156,11,21
2019-08-23 20:48:39.156,11,21
2019-08-23 20:48:42.156,11,21
2019-08-23 20:48:45.156,11,21
2019-08-23 20:48:48.156,11,21
2019-08-23 20:48:51.156,11,21
2019-08-23 20:48:54.156,11,21
2019-08-23 20:48:57.156,11,21
2019-08-23 20:49:00.156,11,21
2019-08-23 20:49:03.156,11,21
2019-08-23 20:49:06.156,11,21
2019-08-23 20:49:09.156,11,21
2019-08-23 20:49:12.156,11,21
2019-08-23 20:49:15.156,11,21
2019-08-23 20:49:18.156,11,21
2019-08-23 20:49:21.156,11,21
2019-08-23 20:49:24.156,11,21
2019-08-23 20:49:27.156,11,21
2019-08-23 20:49:30.156,11,21
2019-08-23 20:49:33.156,11,21
2019-08-23 20:49:36.156,11,21
2019-08-23 20:49:39.156,11,21
2019-08-23 20:49:42.156,11,21
2019-08-23 20:49:45.156,11,21
2019-08-23 20:49:48.156,11,21
2019-08-23 20:49:51.156,11,21
2019-08-23 20:49:54.156,11,21
2019-08-23 20:49:57.156,11,21
2019-08-23 20:50:00.156,11,21
2019-08-23 20:50:03.156,11,21
2019-08-23 20:50:06.156,11,21
2019-08-23 20:50:09.156,11,21
2019-08-23 20:50:12.156,11,21
2019-08-23 20:50:15.156,11,21
2019-08-23 20:50:18.156,11,21
2019-08-23 20:50:21.156,11,21
2019-08-23 20:50:24.156,11,21
2019-08-23 20:50:27.156,11,21
2019-08-23 20:50:30.156,11,21
2019-08-23 20:50:33.156,11,21
2019-08-23 20:50:36.156,11,21
2019-08-23 20:50:39.156,11,21
2019-08-23 20:50:42.156,11,21
2019-08-23 20:50:45.156,11,21
2019-08-23 20:50:48.156,11,21
2019-08-23 20:50:51.156,11,21
2019-08-23 20:50:54.156,11,21
2019-08-23 20:50:57.156,11,21
2019-08-23 20:51:00.156,11,21
2019-08-23 20:51:03.156,11,21
2019-08-23 20:51:06.156,11,21
2019-08-23 20:51:09.156,11,21
2019-08-23 20:51:12.156,11,21
2019-08-23 20:51:15.156,11,21
2019-08-23 20:51:18.156,11,21
2019-08-23 20:51:21.156,11,21
2019-08-23 20:51:24.156,11,21
2019-08-23 20:51:27.156,11,21
2019-08-23 20:51:30.156,11,21
2019-08-23 20:51:33.156,11,21
2019-08-23 20:51:36.156,11,21
2019-08-23 20:51:39.156,11,21
2019-08-23 20:51:42.156,11,21
2019-08-23 20:51:45.156,11,21
2019-08-23 20:51:48.156,11,21
2019-08-23 20:51:51.156,11,21
2019-08-23 20:51:54.156,11,21
2019-08-23 20:51:57.156,11,21
2019-08-23 20:52:00.156,11,21
2019-08-23 20:52:03.156,11,21
2019-08-23 20:52:06.156,11,21
2019-08-23 20:52:09.156,11,21
2019-08-23 20:52:12.156,11,21
2019-08-23 20:52:15.156,11,21
2019-08-23 20:52:18.156,11,21
2019-08-23 20:52:21.156,11,21
2019-08-23 20:52:24.156,11,21
2019-08-23 20:52:27.156,11,21
2019-08-23 20:52:30.156,11,21
2019-08-23 20:52:33.156,11,21
2019-08-23 20:52:36.156,11,21
2019-08-23 20:52:39.156,11,21
2019-08-23 20:52:42.156,11,21
2019-08-23 20:52:45.156,11,21
2019-08-23 20:52:48.156,11,21
2019-08-23 20:52:51.156,11,21
2019-08-23 20:52:54.156,11,21
2019-08-23 20:52:57.156,11,21
2019-08-23 20:53:00.156,11,21
