1566688728.85,Created on: ,2019-08-24 19:18:48.156
Timestamp,Barometer,Temperature
2019-08-24 19:18:48.156,1,2
2019-08-24 19:18:51.156,1,2
2019-08-24 19:18:54.156,1,2
2019-08-24 19:18:57.156,1,2
2019-08-24 19:19:00.156,1,2
2019-08-24 19:19:03.156,1,2
2019-08-24 19:19:06.156,1,2
2019-08-24 19:19:09.156,1,2
2019-08-24 19:19:12.156,1,2
2019-08-24 19:19:15.156,1,2
2019-08-24 19:19:18.156,1,2
2019-08-24 19:19:21.156,1,2
2019-08-24 19:19:24.156,1,2
2019-08-24 19:19:27.156,1,2
2019-08-24 19:19:30.156,1,2
2019-08-24 19:19:33.156,1,2
2019-08-24 19:19:36.156,1,2
2019-08-24 19:19:39.156,1,2
2019-08-24 19:19:42.156,1,2
2019-08-24 19:19:45.156,1,2
2019-08-24 19:19:48.156,1,2
2019-08-24 19:19:51.156,1,2
2019-08-24 19:19:54.156,1,2
2019-08-24 19:19:57.156,1,2
2019-08-24 19:20:00.156,1,2
2019-08-24 19:20:03.156,1,2
2019-08-24 19:20:06.156,1,2
2019-08-24 19:20:09.156,1,2
2019-08-24 19:20:12.156,1,2
2019-08-24 19:20:15.156,1,2
2019-08-24 19:20:18.156,1,2
2019-08-24 19:20:21.156,1,2
2019-08-24 19:20:24.156,1,2
2019-08-24 19:20:27.156,1,2
2019-08-24 19:20:30.156,1,2
2019-08-24 19:20:33.156,1,2
2019-08-24 19:20:36.156,1,2
2019-08-24 19:20:39.156,1,2
2019-08-24 19:20:42.156,1,2
2019-08-24 19:20:45.156,1,2
2019-08-24 19:20:48.156,1,2
2019-08-24 19:20:51.156,1,2
2019-08-24 19:20:54.156,1,2
2019-08-24 19:20:57.156,1,2
2019-08-24 19:21:00.156,1,2
2019-08-24 19:21:03.156,1,2
2019-08-24 19:21:06.156,1,2
2019-08-24 19:21:09.156,1,2
2019-08-24 19:21:12.156,1,2
2019-08-24 19:21:15.156,1,2
2019-08-24 19:21:18.156,1,2
2019-08-24 19:21:21.156,1,2
2019-08-24 19:21:24.156,1,2
2019-08-24 19:21:27.156,1,2
2019-08-24 19:21:30.156,1,2
2019-08-24 19:21:33.156,1,2
2019-08-24 19:21:37.156,1,2
2019-08-24 19:21:40.156,1,2
2019-08-24 19:21:43.156,1,2
2019-08-24 19:21:46.156,1,2
2019-08-24 19:21:49.156,1,2
2019-08-24 19:21:52.156,1,2
2019-08-24 19:21:55.156,1,2
2019-08-24 19:21:58.156,1,2
2019-08-24 19:22:01.156,1,2
2019-08-24 19:22:04.156,1,2
2019-08-24 19:22:07.156,1,2
2019-08-24 19:22:10.156,1,2
2019-08-24 19:22:13.156,1,2
2019-08-24 19:22:16.156,1,2
2019-08-24 19:22:19.156,1,2
2019-08-24 19:22:22.156,1,2
2019-08-24 19:22:25.156,1,2
2019-08-24 19:22:28.156,1,2
2019-08-24 19:22:31.156,1,2
2019-08-24 19:22:34.156,1,2
2019-08-24 19:22:37.156,1,2
2019-08-24 19:22:40.156,1,2
2019-08-24 19:22:43.156,1,2
2019-08-24 19:22:46.156,1,2
2019-08-24 19:22:49.156,1,2
2019-08-24 19:22:52.156,1,2
2019-08-24 19:22:55.156,1,2
2019-08-24 19:22:58.156,1,2
2019-08-24 19:23:01.156,1,2
2019-08-24 19:23:04.156,1,2
2019-08-24 19:23:07.156,1,2
2019-08-24 19:23:10.156,1,2
2019-08-24 19:23:13.156,1,2
2019-08-24 19:23:16.156,1,2
2019-08-24 19:23:19.156,1,2
2019-08-24 19:23:22.156,1,2
2019-08-24 19:23:25.156,1,2
2019-08-24 19:23:28.156,1,2
2019-08-24 19:23:31.156,1,2
2019-08-24 19:23:34.156,1,2
2019-08-24 19:23:37.156,1,2
2019-08-24 19:23:40.156,1,2
2019-08-24 19:23:43.156,1,2
2019-08-24 19:23:46.156,1,2
