1566609611.78,Created on: ,2019-08-23 21:20:11.156
Timestamp,Barometer,Temperature
2019-08-23 21:20:13.156,20,24
2019-08-23 21:20:16.156,12,26
2019-08-23 21:20:19.156,15,29
2019-08-23 21:20:22.156,11,27
2019-08-23 21:20:25.156,18,28
2019-08-23 21:20:28.156,15,30
2019-08-23 21:20:31.156,13,24
2019-08-23 21:20:34.156,12,28
2019-08-23 21:20:37.156,18,31
2019-08-23 21:20:40.156,15,30
2019-08-23 21:20:43.156,12,23
2019-08-23 21:20:46.156,11,24
2019-08-23 21:20:49.156,15,24
2019-08-23 21:20:52.156,17,22
2019-08-23 21:20:55.156,19,23
2019-08-23 21:20:58.156,12,23
2019-08-23 21:21:01.156,21,31
2019-08-23 21:21:04.156,18,28
2019-08-23 21:21:07.156,11,29
2019-08-23 21:21:10.156,19,24
2019-08-23 21:21:13.156,18,25
2019-08-23 21:21:16.156,17,22
2019-08-23 21:21:19.156,14,27
2019-08-23 21:21:22.156,18,23
